,Unnamed: 0,reviews,sentiment,sentiment score,Sentiment
208,208,waste good,Neutral,0.0258,0
209,209,apps l,Positive,0.4588,1
210,210,new se.the,Neutral,0.0,0
211,211,perfect usage,Positive,0.5719,1
212,212,elegance sleek,Positive,0.4767,1
213,213,white colour,Neutral,0.0,0
214,214,bring huge,Positive,0.3182,1
215,215,smile face,Positive,0.3612,1
216,216,speed camera,Neutral,0.0,0
217,217,ios ecosystem,Neutral,0.0,0
218,218,days usage,Neutral,0.0,0
219,219,stutter.2 good,Positive,0.4404,1
220,220,single camera,Neutral,0.0,0
221,221,time good,Positive,0.4404,1
222,222,"('great.3', 'NN') optimal",Positive,0.3612,1
223,223,watch various,Neutral,0.0,0
224,224,youtube videos,Neutral,0.0,0
225,225,life optimal,Positive,0.3612,1
226,226,iphone happy,Positive,0.5719,1
227,227,slick gorgeous,Positive,0.6124,1
228,228,design perfect,Positive,0.5719,1
229,229,mobile performance,Neutral,0.0,0
230,230,fast drains,Neutral,0.0,0
231,231,need charge,Neutral,0.0,0
232,232,next update,Neutral,0.0,0
233,233,bit different,Neutral,0.0,0
234,234,.. camera,Neutral,0.0,0
235,235,omg really,Neutral,0.0,0
236,236,battery also,Neutral,0.0,0
237,237,.. anyone,Neutral,0.0,0
238,238,handsets easy,Positive,0.4404,1
239,239,exceptional performance,Neutral,0.0,0
240,240,thing perfect,Positive,0.5719,1
241,241,fast charger.read,Neutral,0.0,0
242,242,driver month,Neutral,0.0,0
243,243,ai machine,Neutral,0.0,0
244,244,learning good,Positive,0.4404,1
245,245,small battery,Neutral,0.0,0
246,246,performs day,Neutral,0.0,0
247,247,camera amazing,Positive,0.5859,1
248,248,bionic suggestion,Neutral,0.0,0
249,249,nice phone,Positive,0.4215,1
250,250,actually first,Neutral,0.0,0
251,251,happy phone.nice,Positive,0.5719,1
252,252,backup much,Neutral,0.0,0
253,253,good powerbank,Positive,0.4404,1
254,254,comfortable hold,Positive,0.5106,1
255,255,sleek design,Neutral,0.0,0
256,256,processor beautiful,Positive,0.5994,1
257,257,phone.p.s.- small.read,Neutral,0.0,0
258,258,use ios😍,Positive,0.4588,1
259,259,phone easy,Positive,0.4404,1
260,260,hold fast,Neutral,0.0,0
261,261,processing mobile,Neutral,0.0,0
262,262,good camera,Positive,0.4404,1
263,263,small size,Neutral,0.0,0
264,264,apple super,Positive,0.5994,1
265,265,phones phone,Neutral,0.0,0
266,266,everybody compare,Neutral,0.0,0
267,267,antutu geekbench,Neutral,0.0,0
268,268,phone regular,Neutral,0.0,0
269,269,camera outstanding,Positive,0.6124,1
270,270,a13 boinic,Neutral,0.0,0
271,271,perfect good,Positive,0.765,1
272,272,time single,Neutral,0.0,0
273,273,everything good,Positive,0.4404,1
274,274,capabilities.performance top,Positive,0.2023,1
275,275,motorola power,Neutral,0.0,0
276,276,charger usb,Neutral,0.0,0
277,277,cable fast,Neutral,0.0,0
278,278,charge it.brought,Neutral,0.0,0
279,279,motorola usb,Neutral,0.0,0
280,280,c power,Neutral,0.0,0
281,281,amazonbasics usb,Neutral,0.0,0
282,282,good image,Positive,0.4404,1
283,283,amazing experience,Positive,0.5859,1
284,284,capacity little,Neutral,0.0,0
285,285,.. worth,Positive,0.2263,1
286,286,chip smooth,Neutral,0.0,0
287,287,features value,Positive,0.34,1
288,288,something iphone,Neutral,0.0,0
289,289,cute small,Positive,0.4588,1
290,290,handy phone,Neutral,0.0,0
291,291,go iphone,Neutral,0.0,0
292,292,performance normal,Neutral,0.0,0
293,293,useri suggest,Neutral,0.0,0
294,294,quality good,Positive,0.4404,1
295,295,day light,Neutral,0.0,0
296,296,performance good,Positive,0.4404,1
297,297,a13 bionic,Neutral,0.0,0
298,298,screen size,Neutral,0.0,0
299,299,full screen,Neutral,0.0,0
300,300,section great,Positive,0.6249,1
301,301,upgrade performance,Neutral,0.0,0
302,302,old design,Neutral,0.0,0
303,303,old se,Neutral,0.0,0
304,304,look affordable,Neutral,0.0,0
305,305,easy deliveryread,Positive,0.4404,1
306,306,performance sensitive,Neutral,0.0,0
307,307,good sound,Positive,0.4404,1
308,308,quality beautiful,Positive,0.5994,1
309,309,compact comfortable,Positive,0.5106,1
310,310,good quality,Positive,0.4404,1
311,311,bit disappointing.selfi,Neutral,0.0,0
312,312,speed awesome,Positive,0.6249,1
313,313,high quality,Neutral,0.0,0
314,314,mode handy,Neutral,0.0,0
315,315,big screen,Neutral,0.0,0
316,316,mobiles premium,Neutral,0.0,0
317,317,sound quality,Neutral,0.0,0
318,318,boom happy,Positive,0.5719,1
319,319,phone small,Neutral,0.0,0
320,320,use phones,Neutral,0.0,0
321,321,sleek beautiful,Positive,0.5994,1
322,322,cover sure,Positive,0.3182,1
323,323,life good,Positive,0.4404,1
324,324,fine.i gamer,Neutral,0.0,0
325,325,premium phone,Neutral,0.0,0
326,326,hey apple,Neutral,0.0,0
327,327,phone simply,Neutral,0.0,0
328,328,mobile processor,Neutral,0.0,0
329,329,a13 bionic,Neutral,0.0,0
330,330,sweat classic,Neutral,0.0,0
331,331,phone easy,Positive,0.4404,1
332,332,model wish,Positive,0.4019,1
333,333,ecosystem flawless,Positive,0.5106,1
334,334,small phone,Neutral,0.0,0
335,335,performance top,Positive,0.2023,1
336,336,excellent camera,Positive,0.5719,1
337,337,battery also,Neutral,0.0,0
338,338,games ..,Neutral,0.0,0
339,339,good product,Positive,0.4404,1
340,340,quality good,Positive,0.4404,1
341,341,hangout ..,Neutral,0.0,0
342,342,half day,Neutral,0.0,0
343,343,excellent phone,Positive,0.5719,1
344,344,awesome budget,Positive,0.6249,1
345,345,performance top,Positive,0.2023,1
346,346,battery full,Neutral,0.0,0
347,347,app refresh,Neutral,0.0,0
348,348,camera fantastic,Positive,0.5574,1
349,349,overall value,Positive,0.34,1
350,350,good buyread,Positive,0.4404,1
351,351,excellent phone,Positive,0.5719,1
352,352,performance massive,Neutral,0.0,0
353,353,good phone,Positive,0.4404,1
354,354,much difference,Neutral,0.0,0
355,355,price high,Neutral,0.0,0
356,356,superb ignore,Positive,0.3818,1
357,357,day ofiicial,Neutral,0.0,0
358,358,work purpose.build,Neutral,0.0,0
359,359,speaker top,Positive,0.2023,1
360,360,ios big,Neutral,0.0,0
361,361,thumps overall,Neutral,0.0,0
362,362,fantastic gadget.read,Positive,0.5574,1
363,363,iphone value,Positive,0.34,1
364,364,battery sufficient,Neutral,0.0,0
365,365,know batteries,Neutral,0.0,0
366,366,iphone camera,Neutral,0.0,0
367,367,mode ok,Positive,0.296,1
368,368,big deal,Neutral,0.0,0
369,369,performance good,Positive,0.4404,1
370,370,course attractive,Positive,0.4404,1
371,371,dual speaker,Neutral,0.0,0
372,372,setup quite,Neutral,0.0,0
373,373,others price,Neutral,0.0,0
374,374,great camera,Positive,0.6249,1
375,375,ios phone,Neutral,0.0,0
376,376,build quality,Neutral,0.0,0
377,377,a13 bionic,Neutral,0.0,0
378,378,chip compact,Neutral,0.0,0
379,379,downs night,Neutral,0.0,0
380,380,normal use,Neutral,0.0,0
381,381,size overall,Neutral,0.0,0
382,382,good product,Positive,0.4404,1
383,383,compact mobile,Neutral,0.0,0
384,384,a13 bionic,Neutral,0.0,0
385,385,camera awesome,Positive,0.6249,1
386,386,take pics,Neutral,0.0,0
387,387,fps.downside:1 battery,Neutral,0.0,0
388,388,efficient last,Positive,0.4215,1
389,389,day moderate,Neutral,0.0,0
390,390,super mobile,Positive,0.5994,1
391,391,youtube.this someone,Neutral,0.0,0
392,392,black beastwho,Neutral,0.0,0
393,393,option solid,Positive,0.1531,1
394,394,fast performancebattery,Neutral,0.0,0
395,395,first time,Neutral,0.0,0
396,396,iphone userfavourites,Neutral,0.0,0
397,397,speed ui,Neutral,0.0,0
398,398,mini device,Neutral,0.0,0
399,399,solid build.read,Positive,0.1531,1
400,400,amazing performance,Positive,0.5859,1
401,401,expect battery,Neutral,0.0,0
402,402,bionic chip,Neutral,0.0,0
403,403,compact iphone,Neutral,0.0,0
404,404,go this.read,Neutral,0.0,0
405,405,huge market,Positive,0.3182,1
406,406,compact size,Neutral,0.0,0
407,407,companies unable,Neutral,0.0,0
408,408,understand consumer,Neutral,0.0,0
409,409,compact size,Neutral,0.0,0
410,410,shortfall device,Neutral,0.0,0
411,411,f1 flagship,Positive,0.1027,1
412,412,chips time,Neutral,0.0,0
413,413,competition skeptical,Negative,-0.3182,-1
414,414,internet frank,Neutral,0.0,0
415,415,keep mind,Neutral,0.0,0
416,416,phone big,Neutral,0.0,0
417,417,videos youtube,Neutral,0.0,0
418,418,smallbeterry performance,Neutral,0.0,0
419,419,camera extra,Neutral,0.0,0
420,420,way fast,Neutral,0.0,0
421,421,results jn,Neutral,0.0,0
422,422,long time,Neutral,0.0,0
423,423,se2020 happy,Positive,0.5719,1
424,424,scanner.i comfortable,Positive,0.5106,1
425,425,small someone,Neutral,0.0,0
426,426,want admit,Positive,0.2732,1
427,427,previous gen,Neutral,0.0,0
428,428,battery health,Neutral,0.0,0
429,429,android user,Neutral,0.0,0
430,430,understand iphone,Neutral,0.0,0
431,431,a13 bionic,Neutral,0.0,0
432,432,type iphone,Neutral,0.0,0
433,433,user heavy,Neutral,0.0,0
434,434,listen music,Neutral,0.0,0
435,435,pm charge,Neutral,0.0,0
436,436,battery performance,Neutral,0.0,0
437,437,good bargain,Positive,0.5719,1
438,438,first iphone,Neutral,0.0,0
439,439,much person,Neutral,0.0,0
440,440,content device,Neutral,0.0,0
441,441,average user,Neutral,0.0,0
442,442,purpose phone,Neutral,0.0,0
443,443,much time,Neutral,0.0,0
444,444,want compact,Positive,0.0772,1
445,445,fantastic phone,Positive,0.5574,1
446,446,battary life,Neutral,0.0,0
447,447,purchase specific,Neutral,0.0,0
448,448,lots phone,Neutral,0.0,0
449,449,media presence,Neutral,0.0,0
450,450,second phone,Neutral,0.0,0
451,451,home wifi,Neutral,0.0,0
452,452,imessage close,Neutral,0.0,0
453,453,inbuilt app,Neutral,0.0,0
454,454,phone beautiful,Positive,0.5994,1
455,455,factor handy,Neutral,0.0,0
456,456,ergonomic power,Neutral,0.0,0
457,457,perfect phone,Positive,0.5719,1
458,458,browse internet,Neutral,0.0,0
459,459,social networking.read,Neutral,0.0,0
460,460,good device,Positive,0.4404,1
461,461,hand nice,Positive,0.7184,1
462,462,size perfect,Positive,0.5719,1
463,463,attached picture,Neutral,0.0,0
464,464,august sound,Neutral,0.0,0
465,465,much delay,Negative,-0.3182,-1
466,466,lot flight,Neutral,0.0,0
467,467,close flipkart,Neutral,0.0,0
468,468,10th august,Neutral,0.0,0
469,469,birthday gift,Positive,0.4404,1
470,470,life whole,Neutral,0.0,0
471,471,screen size,Neutral,0.0,0
472,472,wise comparable,Positive,0.4767,1
473,473,affordable device,Neutral,0.0,0
474,474,pro camera,Neutral,0.0,0
475,475,devices battery,Neutral,0.0,0
476,476,day normal,Neutral,0.0,0
477,477,great work,Positive,0.6249,1
478,478,bionic chip,Neutral,0.0,0
479,479,easy hold,Positive,0.4404,1
480,480,use4 ram,Neutral,0.0,0
481,481,rear camera,Neutral,0.0,0
482,482,worst battery,Negative,-0.6249,-1
483,483,single charge2,Neutral,0.0,0
484,484,design old5,Neutral,0.0,0
485,485,phone great,Positive,0.6249,1
486,486,performance small,Neutral,0.0,0
487,487,make easy,Positive,0.4404,1
488,488,confidence.the battery,Neutral,0.0,0
489,489,aware commonwealth,Neutral,0.0,0
490,490,software customisations.all,Neutral,0.0,0
491,491,phone great,Positive,0.6249,1
492,492,performance decent,Neutral,0.0,0
493,493,super platform,Positive,0.5994,1
494,494,handy device,Neutral,0.0,0
495,495,good email,Positive,0.4404,1
496,496,good day,Positive,0.4404,1
497,497,extraordinary sayperformance,Neutral,0.0,0
498,498,brands.white color,Neutral,0.0,0
499,499,black color,Neutral,0.0,0
500,500,great performance,Positive,0.6249,1
501,501,bionic battery,Neutral,0.0,0
502,502,life average,Neutral,0.0,0
503,503,personal use,Neutral,0.0,0
504,504,phone least,Neutral,0.0,0
505,505,single camera,Neutral,0.0,0
506,506,setup compact,Neutral,0.0,0
507,507,great video,Positive,0.6249,1
508,508,content great,Positive,0.6249,1
509,509,processor overall,Neutral,0.0,0
510,510,low light,Negative,-0.2732,-1
511,511,worry battery,Negative,-0.4404,-1
512,512,matter much,Neutral,0.0258,0
513,513,display ok.,Neutral,0.0,0
514,514,display small,Neutral,0.0,0
515,515,front camera,Neutral,0.0,0
516,516,precious part,Positive,0.5719,1
517,517,se good,Positive,0.4404,1
518,518,android user,Neutral,0.0,0
519,519,want try,Positive,0.0772,1
520,520,life important,Positive,0.2023,1
521,521,charger seperately,Neutral,0.0,0
522,522,cheapest iphoneread,Neutral,0.0,0
523,523,get long,Neutral,0.0,0
524,524,ios updates.battery,Neutral,0.0,0
525,525,life good,Positive,0.4404,1
526,526,needs battery,Neutral,0.0,0
527,527,consumes battery,Neutral,0.0,0
528,528,life true,Positive,0.4215,1
529,529,easy hold,Positive,0.4404,1
530,530,good slippery,Positive,0.4404,1
531,531,performance good,Positive,0.4404,1
532,532,data use,Neutral,0.0,0
533,533,little time,Neutral,0.0,0
534,534,camera good,Positive,0.4404,1
535,535,camera ok,Positive,0.296,1
536,536,a13 bionic,Neutral,0.0,0
537,537,chip powerful,Positive,0.4215,1
538,538,handle kind,Positive,0.5267,1
539,539,task display-,Neutral,0.0,0
540,540,super color,Positive,0.5994,1
541,541,nits brightness,Positive,0.3818,1
542,542,time great,Positive,0.6249,1
543,543,get ios,Neutral,0.0,0
544,544,long period,Neutral,0.0,0
545,545,usage beast,Neutral,0.0,0
546,546,quality total,Neutral,0.0,0
547,547,beast price,Neutral,0.0,0
548,548,daily drive,Neutral,0.0,0
549,549,mobile normal,Neutral,0.0,0
550,550,nice battery,Positive,0.4215,1
551,551,kept hand,Positive,0.4939,1
552,552,find cons,Neutral,0.0,0
553,553,honest.the display,Neutral,0.0,0
554,554,size small,Neutral,0.0,0
555,555,handy use,Neutral,0.0,0
556,556,camera great,Positive,0.6249,1
557,557,phone ’,Neutral,0.0,0
558,558,market right,Neutral,0.0,0
559,559,android price,Neutral,0.0,0
560,560,high speed,Neutral,0.0,0
561,561,buy phone,Neutral,0.0,0
562,562,anything amazing,Positive,0.5859,1
563,563,fine phone,Positive,0.2023,1
564,564,great performance,Positive,0.6249,1
565,565,phone different,Neutral,0.0,0
566,566,level.cons battery,Neutral,0.0,0
567,567,benefits apple,Positive,0.3818,1
568,568,ecosystem phone,Neutral,0.0,0
569,569,go backit,Neutral,0.0,0
570,570,camera great,Positive,0.6249,1
571,571,touch id,Neutral,0.0,0
572,572,cons battery,Neutral,0.0,0
573,573,beast performance,Neutral,0.0,0
574,574,lacks night,Neutral,0.0,0
575,575,mode low,Negative,-0.2732,-1
576,576,backup quite,Neutral,0.0,0
577,577,light medium,Neutral,0.0,0
578,578,break sweat,Neutral,0.0,0
579,579,heavy gameplay,Neutral,0.0,0
580,580,great device,Positive,0.6249,1
581,581,thank apple,Positive,0.3612,1
582,582,phone.guys phone,Neutral,0.0,0
583,583,processor.camera good,Positive,0.4404,1
584,584,light mean,Neutral,0.0,0
585,585,pics night,Neutral,0.0,0
586,586,life good,Positive,0.4404,1
587,587,battery issue,Neutral,0.0,0
588,588,battery hardcore,Neutral,0.0,0
589,589,full day,Neutral,0.0,0
590,590,watt charger,Neutral,0.0,0
591,591,phone last,Neutral,0.0,0
592,592,complete packet,Neutral,0.0,0
593,593,everything yes,Positive,0.4019,1
594,594,feel comfortable,Positive,0.5106,1
595,595,person heavy,Neutral,0.0,0
596,596,camera short,Neutral,0.0,0
597,597,alternative .read,Neutral,0.0,0
598,598,ek number,Positive,0.0772,1
599,599,oneplus hand,Positive,0.4939,1
600,600,big size,Neutral,0.0,0
601,601,period lockdown,Neutral,0.0,0
602,602,times day,Neutral,0.0,0
603,603,backup 11-12,Neutral,0.0,0
604,604,data charge,Neutral,0.0,0
605,605,night full,Neutral,0.0,0
606,606,music nice,Positive,0.4215,1
607,607,device last,Neutral,0.0,0
608,608,disposal camera,Neutral,0.0,0
609,609,consistency compact,Neutral,0.0,0
610,610,battery good,Positive,0.4404,1
611,611,standby last,Neutral,0.0,0
612,612,flipkart amazing,Positive,0.5859,1
613,613,phone absolutely,Neutral,0.0,0
614,614,terms performance,Neutral,0.0,0
615,615,camera certain,Positive,0.2732,1
616,616,ios old,Neutral,0.0,0
617,617,separate tab,Neutral,0.0,0
618,618,android phone.2,Neutral,0.0,0
619,619,ios difficult,Negative,-0.3612,-1
620,620,first time,Neutral,0.0,0
621,621,great product,Positive,0.6249,1
622,622,star performance,Neutral,0.0,0
623,623,pace small,Neutral,0.0,0
624,624,minus point,Neutral,0.0,0
625,625,battery moderate,Neutral,0.0,0
626,626,user perfectly,Positive,0.6369,1
627,627,product usual,Neutral,0.0,0
628,628,battery ok,Positive,0.296,1
629,629,buy se,Neutral,0.0,0
630,630,handle waitless,Neutral,0.0,0
631,631,andi proud,Positive,0.4767,1
632,632,super engine.read,Positive,0.5994,1
633,633,2-june flipkart,Neutral,0.0,0
634,634,good effort,Positive,0.4404,1
635,635,feel phone,Neutral,0.0,0
636,636,eyes product,Neutral,0.0,0
637,637,performance upto,Neutral,0.0,0
638,638,standards apple,Neutral,0.0,0
639,639,product great,Positive,0.6249,1
640,640,current day,Neutral,0.0,0
641,641,great product,Positive,0.6249,1
642,642,recommend android,Positive,0.3612,1
643,643,want experience,Positive,0.0772,1
644,644,battery bad,Negative,-0.5423,-1
645,645,use secondary,Neutral,0.0,0
646,646,phone good,Positive,0.4404,1
647,647,speed good,Positive,0.4404,1
648,648,extensive user,Neutral,0.0,0
649,649,phone average,Neutral,0.0,0
650,650,screen time,Neutral,0.0,0
651,651,charge good,Positive,0.4404,1
652,652,grip hand,Positive,0.4939,1
653,653,find best.read,Neutral,0.0,0
654,654,screen time,Neutral,0.0,0
655,655,instagram trading,Neutral,0.0,0
656,656,decent battery,Neutral,0.0,0
657,657,want buy,Positive,0.0772,1
658,658,use little,Neutral,0.0,0
659,659,smooth performance,Neutral,0.0,0
660,660,performance dual,Neutral,0.0,0
661,661,sim smooth,Neutral,0.0,0
662,662,time android,Neutral,0.0,0
663,663,switch battery,Neutral,0.0,0
664,664,backup decent,Neutral,0.0,0
665,665,last day,Neutral,0.0,0
666,666,bionic regret.read,Neutral,0.0,0
667,667,phone overall,Neutral,0.0,0
668,668,videos loverread,Neutral,0.0,0
669,669,great phone,Positive,0.6249,1
670,670,genuine product,Neutral,0.0,0
671,671,apple flipkart,Neutral,0.0,0
672,672,phone complete,Neutral,0.0,0
673,673,tough design.must,Negative,-0.128,-1
674,674,good quality,Positive,0.4404,1
675,675,worthy price,Positive,0.4404,1
676,676,reason small,Neutral,0.0,0
677,677,small size,Neutral,0.0,0
678,678,mobile performance,Neutral,0.0,0
679,679,lg g7,Neutral,0.0,0
680,680,think feel,Neutral,0.0,0
681,681,mobiles process,Neutral,0.0,0
682,682,compact beast,Neutral,0.0,0
683,683,value happy,Positive,0.7269,1
684,684,perches phone,Neutral,0.0,0
685,685,captures excellent,Positive,0.5719,1
686,686,work happy,Positive,0.5719,1
687,687,new one🤩🤩🤩🤩🤩🤩🤩read,Neutral,0.0,0
688,688,mobile first,Neutral,0.0,0
689,689,happy happiness,Positive,0.8074,1
690,690,words camera,Neutral,0.0,0
691,691,great product,Positive,0.6249,1
